"Balloon Fight.  The couple went to the mall and decided to go for a walk. The couple walked into the park. The couple hit a pole and threw it into the water. The couple looked in the mirror. They then realized they had been thrown into a balloon fight."
"Stripley.  Gina was a little bit stunk up. She had never felt anything so strong. She walked to the pharmacy to fill some medicine. She was surprised by how healthy it felt to feel in that state. She decided it was worth it to go back to work that day."
"Milkshake.  Jake wanted a chocolate milkshake. He took a milkshake to the arcade. But he realized that the ice cream was too cold! He decided to get ice cream. Jake was very disappointed with the ice cream."
"Vintage toy.  Amy found some toys she loved. She tried to find one that had the right condition. One toy ended up missing and her mom got it. She spent hours looking at it. Eventually she found it in the attic."
"New Underwear.  Mary got new underwear. She loved it! She wore it out every night. She loved wearing it out. She felt she had a lot of fun."
"The Psychology of Grades.  It was a warm summer afternoon outside, and Jim needed to do some work. He went to the bookstore and bought a few books. He spent a few minutes reading books about psychology. Jim became very bored with books and became bored with himself. When he went home he realized his work wasn't as important as he thought."
"New Dog.  Anna was having dinner with her boyfriend. They started to get to know each other. But they were having a lot of trouble getting along. Soon, they began to get into a fight. She got home and tried to ignore it."
"Music Band.  Tom loved to dance. He signed up for a music band. He met a girl and asked her to play the drums. They practiced everyday. He decided he wanted to go to college to be more involved."
"The Concert.  The band was taking their first concert in a decade. The show was going to be one of the greatest. They practiced and practiced together all night. On the way to the concert they missed the crowd. The band was upset with themselves for being so weak."
"Dinosaurs.  Tom went to a dinosaur exhibit. He looked at all the different kinds of dinosaurs. He decided to look at dinosaurs like a dog. Tom was so impressed with the different types of dinosaurs. Tom was sad that no one would look at him again."
"Pickles.  There was a woman that I loved dearly. One day, I decided to make pickles with her. I took the pickles to her house. The pickles were delicious. We had a great time with our homemade pickles."
"Raking Leaves.  Tina was walking on a snowy trail in her town. The leaves were getting too large for her walking shoes. She picked up a handful of leaves that were stuck in the ground. She started to run and found a big pile of leaves. She decided to rake the leaves with the large leaf and call them home."
"Dangerous Campfire.  Tom went camping with his friends. He decided to put on some fun camping gear. He put on some fire extinguisher and some charcoal. His friends got too drunk and decided to run away. Tom was too afraid to go back home."
"Bianca Dyes Her Hair.  Bianca notices that her hair is becoming much greasy. Bianca is disgusted with her greasy hair. Bianca decides she will dye her hair. Bianca brings in a dye solution. Bianca's hair looks much fresher."
"Dancing.  Kim was invited to a local music performance. She decided to go on a date. Her date told her she was nervous. Kim was disappointed. But she had fun."
"Buying a New TV.  Bill had an old television. He was very hungry and didn't have time to eat breakfast. Finally, he found something that he liked. Bill bought a new one with its new features. Now he doesn't have to eat breakfast anymore."
"Deaf Kid.  My 98 year old nephew was deaf. We had a surprise for him one evening. When I was watching him, he was standing up on the stage. He suddenly stopped, then started to scream. I screamed until I was able to get him to stop."
"Race.  Mary was a very fast runner. She wanted to compete in the Olympics. Mary decided to train hard. She finished 4th place at the local marathon. She was so proud of herself."
"The Puppet Show.  Sam was making puppets for a play at the local theater. He was trying to build the puppets but they didn't seem very good. He finally decided to do a puppet show in the living room. Everyone got dressed and watched his puppet show. They all loved the show and Sam was happy he got the job."
"New Hobby.  Susie went to the local thrift store. There, she saw lots of things for women. She bought a set of makeup and lots of makeup accessories. Susie bought the makeup and accessories. When she got home, she looked in her closet. It was very messy and she was angry."
"No Jumping.  The woman put her daughter in a kiddie jumping contest. She was happy that she got to try out. She wanted to make her daughter feel better. She gave her daughter jump rope, not kiddie jumping. Her daughter was not happy that she had not tried."
"Comparison.  Tom's son wanted to learn the piano. Tom practiced all summer, until his son was ready. They tried many different techniques. Finally, they found the perfect balance for the son. The son was pleased with their son's music."
"seafood.  I went to the store and bought a lot of fresh seafood. I was disappointed when I saw it was low price. I found a huge jar and filled it with all my seafood. My son had a lot of fish, and I had to buy more. I decided to stick to seafood since it was fresh and tasty."
"Burritos.  When Tom came home from a hard day of school he wanted to make some burgers. Tom realized he forgot to put the burrito on. Tom took it out and tried to do it. It ended up burning his tongue. The next day Tom didn't put the burrito on again."
"Spinach.  A man had bought spinach. He tried to put it in the sink. But his finger caught the tap! He had to throw it out of the sink. The man found a new spinach in the sink."
"Exercising.  I wanted to do a run for a competition. I started doing five different things to try to do. The first one was skipping a few blocks. Then I continued doing stretches. After a couple weeks I ran a full marathon."
"New Year's Resolution.  Last year, I decided to spend my new Year's Resolution. I made an accounting plan and made payments. I realized I'd spent the year before. I made all my payments together. I was happy to be able to spend the year on a new plan."
"John Buys An Umbrella.  John was looking forward to going to the store on Friday. He had bought a large size umbrella. John went to the store and picked up his umbrella. John went home and waited for his umbrella to arrive. John waited an hour, and then bought a big umbrella."
"Embarrassing Mistake.  My cousin was going to the concert. I took a selfie with her as she came up to her. When she came up, her face was very raw. I told her to never do that again. I went home disgusted."
"Greenery.  I woke up to an empty sky. I looked up to see the sky. I felt like I was in a movie. I was in a strange state of mind. I decided to just lay outside."
"The Weight Loss Expert.  Gina had a doctor's appointment this week. She started to feel sick to her stomach. She had been eating unhealthy foods. When she checked in, she realized she had lost five pounds. Gina was so happy that she never gave up."
"Library Book.  A new book was due to be released in one day. I really wanted to buy it because I was desperate for it. So I went shopping for it. The books were sold out in one day. Alas, I had no money left to buy the book."
"Low Blood Sugar.  Bob ate a lot of sweets at once. After a week, his cholesterol went up. Bob didn't want to drink more sweets. He eventually got sick from sugar. Bob went back to eating sweets for a month."
"Broken Nose.  Amy's friend had to go to school. Amy was mad about having to go to school. Amy didn't want to lose a good friend. Amy did the best she could to keep her friend happy. Amy got good grades on her report card."
"Eternal love.  I recently found out that I love myself. I was scared to go to a church and not go. However, I got the courage to go anyways. I didn't care because I loved myself. I think I'll go and love myself."
"Lost Phone.  I dropped my phone in the bathtub. I couldn't find it under the water. I decided to call my friend. When I answered, my phone was nowhere to be found. I called my friend and he gave me a new one."
"Eviction.  John was on his way to work. He had just gotten a new job. John was walking down the sidewalk when he heard a noise. John looked down at his wallet. It was a small change."
"Thunder.  There was a tornado in my town. It was about to go crazy in my town. The wind was coming from a huge tornado. The tornado was coming from a nearby town. I have been watching television since then."
"Lost poncho.  I got a new poncho from the store. It was a little expensive. But the battery was working perfectly. When I got home, I replaced it. I went and bought the other item."
"Swim.  My wife and I went to the lake for the weekend. We found a nice beach. We went there to surf in the water. We got so many compliments on our swimsuits. We decided to go home."
"Sticky.  I woke up on the couch one day. I decided to go to the grocery store. I found a bunch of frozen chicken and some peanut butter. When I got home I put them back on the counter. When I returned, it was very sticky!"
"Mother.  A woman bought a puppy. She thought it was too cute for the baby. She gave him two puppies. The mother said she was going to buy him another. She called the puppy's owners."
"ID.  Jane got a new  ID. She had a small cell phone. But her cell phone went missing. Jane searched everywhere for her phone. She couldn't find it anywhere!"
"The Inheritance.  Anna went to a funeral to look at the gifts for her parents. While they were there, she saw a beautiful dress. Anna felt lucky and moved on. Her parents were very proud to have her. Anna had a great time reminiscing about all the good times they had together."
"Mike Drinks White Wine.  Mike was really thirsty at work one day. He decided to drive down to his apartment and get a drink. While driving, Mike's car broke down. Mike felt bad but didn't drink white wine again. He ended up having a hard time paying attention to the traffic on the side of the road."
"Broken Bike.  Tina decided to build her bike up. She went and bought all of the parts she needed. She went through everything in order to build it. When she finished she put it on her bike. Tina ended up breaking it after only a few minutes."
"The Blind Date.  Jill and Ray went on a blind date. The two got along well and began to like each other. Soon Jill was attracted to Ray, but she was also nervous. She was nervous but determined to go on the date. Ray and Jill became friends and made a great evening."
"The Stormy Day.  When I got home from work I noticed something amiss. There was a very stormy day outside. I went downstairs to go play on my patio. I then saw there was nothing. I walked back inside and went back outside."
"White Cast Christmas.  In October, I went to an Asian Christmas tradition. There was a big celebration of red paint Christmas lights. My dad had a Christmas tree and threw a big white tree at it. The tree fell on the street, killing all of the kids in it. When the Christmas lights were down, my dad had to get my Christmas tree."
"The volleyball accident.  It was a long day at work. I was driving to work. All of a sudden I hit a kid. I didn't see her until it was too late. She got in the car and started getting up."
"Turtle Fears.  The turtle was scared to eat the grass. One day his mother found him and took him home. She took the turtle home. The turtle learned how to swim and play with a turtle. The turtle grew to love himself after a few months."
"Shoelaces.  Kim wanted to be a vegan. She decided to buy a pair of shoes that would look good on her. After looking, she tried on three pairs of shoes. She decided that they would look nice. She purchased the shoes and enjoyed the shoes."
"Easy mac disappointment.  Kate was hungry. She went to the local fast food joint. She ordered a burger with fries. She forgot to get it when she got home. To her horror the burger was still on sale."
"Puppy Litter.  My wife and I decided to take a puppy littering class. The class was three days long. We decided to only take one of each pair of puppies at a time. After a couple of months we had two puppies. The class has gotten really expensive!"
"Old Friend.  My friend came over to visit me one day. He said I should go out and get some tea. He said I can go out and buy some for myself. We talked about getting a lot of stuff for myself. He got me a couple of tea bags and said I could go out and buy it."
"The Easter Parade.  On Easter Sunday I was so excited to have my first child. My wife said we were going to put a lot of eggs in the house. She put a basket and the kids were looking for them. We brought the eggs to the house and put them outside. My wife said that we could wait until it was done."
"No Littering.  One afternoon Tim and his wife noticed some litter outside of their home. Tim complained about it to his neighbors, who were mad at him. They eventually gave him a letter telling him they no longer have littering. Tim and his wife didn't mind but they decided not to litter again."
"Ham Sandwich.  I had a sandwich for lunch with my family. When it came time to eat, my husband opened the sandwich. The ham sandwich was too thick. He had to throw the ham down the drain. I then asked the waiter what the ham was."
"Confession.  I was out for a walk with my boyfriend. It was a warm and sunny day, and there was a large rain. After a while, he was tired from running around. We got back on the road and decided to get coffee. While we were there, he confessed to me he was cheating on me."
"Janet.  Janet lived in Chicago. She was an engineer. Janet decided she wanted to make a career of working for money. Janet decided to be a nurse. She became a nurse for thousands of people."
"The fishing trip.  Timmy went fishing at the lake. He was very excited to try his new fishing rod. He took a bit of a break but wanted to get back to the lake. He went to the bait store and bought a different rod. He went back to the lake and went for a fish."
"Rex Drinks Tea.  Rex really liked drinking tea. He thought drinking tea would make him very happy. One day, his friend suggested he try to make his own tea. The friend gave Rex some tea. Rex was really happy when he tasted it!"
"Scared Teddy.  Teddy was on a trip to the zoo. Teddy was in a box. Teddy noticed a little puppy. Teddy was scared of the puppy. Teddy tried to scare it."
"Power Outage.  Tom woke up one morning. He put on his morning clothes. He noticed the power was out for several hours. Tom decided to put on some sunscreen. Tom felt much better."
"A new hobby.  Tom was a very hard working man. He loved playing games. He was a star player on the professional game team. After one game he was determined to become the best player. He didn't make any money on it. He decided that he had to become a hobby himself."
"Photo.  Tom had a date. He needed to get the photographer's phone. He went to his car. He took a picture. It looked good."
"The Deadline.  I got a great deal on a new movie. I immediately called the agent to pick it up. The agent told me it would not be released until Thursday morning. I decided to give it to my friend. I was disappointed."
"Wine tasting.  Lucy was going to the wine tasting. Lucy needed to get a good bottle. She asked a few people for help. They helped her to her wine tasting. Lucy got her a good bottle."
"The bed.  Lucy was sleeping. Suddenly, her cat woke her up. Lucy tried to climb up. The cat fell down, but Lucy had no hope of getting up. Lucy went up to the bedroom to get her stuff."
"The saxophone.  John loved the saxophone. He had a special place in his heart. John was going to go to a concert for his solo. He took his saxophone and gave it to his friend. John's friend sang the concert beautifully."
"The Farm.  Lucy wanted to take a vacation to the farm. Her parents said they couldn't afford the rent. Lucy got her parents together and took them to see the farm. The farm was beautiful and Lucy felt lucky she'd have a vacation there. Her parents were so happy to see her again."
"Outside the Window.  The Smith family went outside to play. They were walking to their car when they heard a loud noise. The engine was on fire. They ran out to help it out. They drove over a fire hydrant and saved the day."
"Making it gluten free.  Mary's husband wanted to have a gluten free restaurant. Mary called them up and they told her about the gluten free place. Mary didn't know what to make until they gave her their recipe. They cooked it and it was delicious! Mary's husband was glad he made the change to gluten free."
"The plane trip.  Lucy had just booked a flight from China to Atlanta. She was excited. She waited the entire time, but couldn't remember anything. Luckily when she finally got there it was great! She was very happy."
"Jen's Game.  Jen loved to play soccer. She wanted to make money in a professional league. She started working hard. Finally she won a big tournament. She made a lot of money."
"More Alone.  The man walked towards his dog. The dog barked at him. The man did not go to help. He grabbed his dog from behind. The dog chased him in the neighborhood."
"Theme park excitement.  Tom was excited to go to the theme park. He couldn't wait to get there. Unfortunately he had to leave. He was scared. Luckily it turned out fine."
"Futsal.  In 2000 we visited the World Trade Center. The view is amazing. We watched the destruction firsthand. We ate popcorn and ate popcorn sandwiches."
"Bluebirds.  Sam always made the family bird list. He always had his bluebirds. But as time passed he couldn't find them anywhere. When he was an old man with a bird's nest he was a failure. Sam stopped making the list and became a bird watcher."
"The Trip.  The Jones family went on a trip. They loved traveling. They took the train to their favorite hotel. The hotel was a mess. They made it home to watch a movie together."
"Carnival Ride.  When I was a kid, I loved going to the carnival. One day, my dad took me to the carnival. I wanted to see all the rides! I sat in the car, excited and excited. We were so excited to ride the merry way to the carnival."
"Lost Throughout the Process.  Tom and Jill had a baby girl in January. Tom's girlfriend and sister went out for brunch one night. They decided to make dinner and Jill's mom left her. She was furious, and started to yell at Tom. Eventually she called her sister and explained that she was sick."
"The Murderer.  Bob had a murder trial. He had to find a murderer. He hired a lawyer. He got the murderer caught. He confessed and gave him a huge amount of money."
"Home Run.  It was the final inning and John was lined up on base. His manager made him pitch. John came up to bat. John struck out the ump. His manager yelled at him to stop."
"Greg Visits the Zoo.  Greg was at the zoo with his family. He was having a good time. But it wasn't for long before he heard a loud sound. It was a baby giraffe! Greg chased the baby giraffe in the zoo."
"New Shoes.  Yesterday was a bad day for my new shoe. I could not believe how expensive the shoes are. I ordered a pair of shoes in a few days. I looked everywhere for the shoes but could not find them. I got my shoes in the mail and immediately started wearing them."
"Cole.  Cole's father was a bad drunk. Cole's father told him he had to drink less alcohol. Cole decided to go to college and get sober. Cole found a good job working drunk at the same time. Cole started making more money and getting sober."
"Shirley Temple Doll.  Shirley had a really bad headache the other day. Shirley took a sleeping pill and felt better. She got the next day to the temple. Shirley had a beautiful, old sculpture made by her brother. Shirley took the sculpture to get a job and a living."
"Patty's Sleepover.  Patty always wanted to make friends at night. Her boyfriend invited her to his house for a sleepover. Patty and her boyfriend had a great time. Patty decided to keep the friendship. She and her boyfriend got into a lot of trouble after that."
"New Shears.  My dog went for a walk today. I got into the car, I tried to start the car. When I started the car, I realized she had a scratch on her front front door. I grabbed the scratch and got out the car and drove her home."
"As I Sit Here.  I sat on the steps at the cafe. It was so beautiful. My eyes swelled up with energy. I walked to the counter and bought a mug of coffee. I sat down and relaxed in it."
"Going to School.  Bob had a very important interview on Tuesday. Bob packed up all his books for school. He drove to the library to get his books done. He drove to the library and checked the books. When he got to the library, Bob had to drop off the books."
"Hit.  Eric was a professional soccer player. He was very good at kick and penalty kicks. His team needed to make a change in their attack. They hired an assistant coach. Eric helped them out with their kicking."
"The dog.  John had just moved into his new apartment. The dog would not eat and the bed was too big. John had to pull the dog out of the dog's cage. His dog ended up jumping on John's shirt. John called the police."
"Fears.  My father was a man who loved to take risks. One day, his dog was killed on a hike. He had been hiding in a hole near the dog's body. I got the dog out of the hole in his coat. My father felt sad that he was caught by the dog."
"Driver.  Amy was a senior in high school. She wanted to be a driver. She enrolled in a driving school. At first she was nervous. She became an expert at driving."
"Man's best friend.  Tom had lost his friend his girlfriend in an accident. He tried to keep the relationship going but it was not working. Eventually Tom became frustrated and started dating women. Tom realized that he had to look for a better man."
"The First Birthday.  On June 23th of this year, my daughter was born. When I put the baby in the bathroom I threw her to the floor. The baby jumped up and down all over the floor. I threw the baby in the shower and went inside. My daughter came to the bathroom and started crying."
"The fair.  I walked to the fair with my family. The girls lined up on the stage to go to the fair. I walked up and down the stage looking at my daughters. My daughter walked into the audience. I asked her to be my sister."
"The Bison.  Today was the first day of spring and a lot of bison were out. My daughter asked me how she felt about bison in the wild. I said she had just seen a little bison in her yard. I brought her back home with her. She enjoyed the bison and called the bison her best friend."
"A Good Samaritan.  Joe was walking with his friends. He saw a homeless man lying on the sidewalk. He decided to help the man. Joe helped the man to his feet. The man thanked Joe for being nice."
"Pictures.  Amy was looking through her photos. She decided to use a camera. She took a picture. The camera was not working. She called the photographer."
"Appendicitis.  Jane was walking home from school one day. She noticed something odd in her shoes. She looked around to find what it was. There was a large lump on the ground. Jane decided to wear gloves before doing any more shopping."
"Money.  Joe had a very bad back. He decided to move away from his parents. He went to see a psychologist. They told him that he needs to use money. Joe did not listen. He was very unhappy and didn't return the money."
"Genre Disagreement.  Jim was a great rock band. He went to record a solo. The singer didn't like the song. His manager asked him to come on stage. Jim tried to ignore her but she ignored him."
"For a Five.  When my friend Sam came to town, he asked me what I wanted to buy him. When I said I wanted a seven buck, he said I wanted a five dollar. I said no, because I didn't need a five dollar. After he left, he was walking across the street. Sam went back to buy me a five dollar."
"Sardines.  I went out to eat last night with my wife. My wife's sister came home with a large jar of salt. I told her it was safe and she was happy. She brought home some sardines and we all ate. She cooked them for us all."
"Too Curious.  I took a hike last Saturday. I walked to the top of the mountain. My foot slipped off. I started to feel faint. I couldn't get back on my hike."
"The School Fight.  Sam and Beth were having a party at their local pizza place. Beth was very nervous about fighting Beth. Sam punched her in the nose. Sam was shocked by the wound and left the party. Beth got up and told Sam to fight back."
"Video Game.  I wanted to watch the new video game from last year. However, the price wasn't high enough for me. So I ordered online and tried to make the purchase. Luckily, it was on sale for only $9. Thankfully, the package arrived on time."
"Milkshakes.  Tim's friend Tom was out of town. They decided to do some shopping. They went to the store. They bought some ice cream. Tim was really happy with the ice cream."
"Bad Haircut.  A man decided to shave his bald head. The man felt bad for it. He took a shower. His hair was still cut. The man went to the store to buy new hair."
"The New Airplane.  It was time to take off for a routine air traffic control course. The first plane was to be delivered, so I decided to go get it. The airplane was so old it would cost me money. I finally paid my airfare and went to the airport. I had an incredible time on the plane."
"Bruised Knees.  Susie wanted a new pair of shorts. She asked her husband and daughter for help. They finally got it done in the mail. Susie was so embarrassed. They wore them to prom."
"Heavy Belly.  We went to the lake one day. There were alligators. A large bimbo was swimming in the lake. I swam to the shore and picked him up. He was very upset when I left and we were all alone."
"The STained Glass.  Anna sat in her living room with her hands in the mirror. She heard a cracking sound. Her brother, the stench of his shoe running through the house. Anna's brother came out and he was wearing a stinky white hat. Anna went to the store and bought a brand new stinky hat."
"The pregnancy prank.  Kay was at the carnival with her family. There were some kids playing trick or treating. Suddenly, Kay realized that her brother had gotten pregnant. Kay quickly ran to the restroom to check on him. She gave the baby to her parents who thought the baby was cute."
"Special Treat.  I made my first special treat for my son. I decided that he would like it and ate it. When my son ate the delicious treat he was very happy. He told me that he would like it more after school. When he got to school he was so happy."
"A Ship Without Direction.  John's brother and sister were going on a trip in a boat. They had never seen one before and were unsure about the experience. The boat was very windy and John had no idea how to steer it. He didn't realize the captain wasn't looking at them, but they were right. The boat turned right and John had to get on and steer it."
"Bad decision.  Tim was shopping at a store. He looked at several different kinds of items. He wanted to buy the best deals. He finally went to the store. When he got home, he realized he bought everything wrong."
"Unicorn.  I grew up with a hornet as a little kid. I never really liked to sing and play with it at all. My mom made a special hornet for me every Christmas. I would pick out what it was and give it to my best friend. Now I have three other friends playing with the hornet hornet."
"Egypt.  The church in Egypt started to have an earthquake. The earthquake shook the surrounding area. The people who lived there felt it. They all made noise outside the church. The earthquake was so scary that the whole area evacuated."
"Office job.  Sam needed to get a good job. Sam decided to do an online application. He decided to hire an assistant to apply. Sam applied at a local office for a promotion. Sam is now getting his new job!"
"Wrong Number.  Jane was at the library. She saw a girl who looked really cute. Jane's number was wrong. Jane decided to ask her the wrong one. Jane ended up getting a false number for her."
"Summer.  I like to play with my dog. Last summer, she was on vacation. I had to make sure to bring a blanket. She was on vacation when she hit a bad wind. Now, we are on a tight budget."
"Ants in the Keurig.  I went to the store to buy ant traps. I saw that ant stings in the store was a problem. I went to the store and bought ant traps for my dog. My dog liked them a lot. I went back home and bought an ant trap for my dog."
"New Pet Toys.  Jill wanted a pet that was a lot closer to her family. When she found one, she didn't want to have a pet. Jill asked her parents to make her one. Her parents agreed. Jill was happy to have her new pet."
"Baby Girl.  When the baby came out, Gina was very upset. She got in trouble at school for being a lesbian. The teacher sent her home and made her go through the same classes. However, the school didn't discipline Gina, and she stayed home. Gina was very unhappy with herself for not following through on her."
"Party.  The couple decided to go to a party. The DJ made them dance. After a few seconds, it was time for them to go home. However, the DJ asked them to dance and they did! The couple decided that it wasn't as bad as they thought."
"Fear of Flight.  My friend and I were sitting outside with a group of friends. We were afraid to fly because of the heavy traffic. We sat there for an hour until we got home. Suddenly the truck drove towards us. My friend and I freaked out and threw our bags away."
"Expensive Chocolate.  Sue was making peanut butter cookies. She forgot to put the cocoa powder in the chocolate. She decided to take it out anyways. Her cookie cookies looked very gross. Luckily, her cookies turned out delicious."
"Forgetful Roll.  Tina didn't know why it was that her brother always forgot to go get her phone. Tina had a job interview and she forgot to take her phone. Tina walked over to her mom's house to get her phone. She was going to the office, but her phone was out. Tina ended up running into the office and accidentally dropped it."
"A Second Job.  Bill needed to get more money. He looked through his bank accounts. He finally found the cashier's job. He got the cashier's job. Bill now makes more money working at his own job."
"kittens.  Anna didn't like cats. Her dog had a fear of cats. But it was annoying, so Anna decided to adopt one. Soon Anna was happy with how the new puppy was. She now knew it would be a very nice dog!"
"Power Steering.  Bill always loved motorcycles. He drove his own motorized touring bike as fast as he could. Bill's only problem was he had to buy a new car. Bill had to look everywhere for a new motorized touring bike. Bill couldn't get the motorcycle he wanted."
"Getting The Pointe.  Tom was walking along the beach in his car. He felt something shake in his back and his hands. Tom noticed that his back was hurting. He drove away and called an ambulance. The ambulance arrived and Tom got a scratch on his back."
"Hot air balloon fire.  Bob bought a hot air balloon. He put it in a balloon trailer in the middle of the night. His truck was too heavy to move the balloon. He tried to find a better way to get it to move. A fireman came out of the fire station."
"The Perfect Steak.  Jim loved to eat steak. One day, he got the news that he had died. Jim was very sad that he had been crippled by illness. He ate a steak of that steak in peace. Jim was able to grow up to be a healthy man again."
"Trouble.  Yesterday my sister in law was married. We had a beautiful baby daughter and we were expecting a kid. One day while driving home from work she passed by a kid running into a tree. It was her baby. The kid fell out of the tree and hurt her head. She is now pregnant with a baby girl and will be visiting her next week."
"New Lipstick.  Today I got a new lipstick. I found out my mom bought me the new lipstick. I'm not sure if my mother was in love or not. I'm not sure what to think because I'm not really that good. I just hope she loves my new lipstick."
"Grouping.  Amy had been single for a long time. One day, Amy realized she was alone at the mall. She asked everyone around to meet her. Amy didn't know anyone, so she stopped by the store. She asked the manager who had her number, and they exchanged numbers."
"Hot Summer Day.  Tom was on a summer vacation. He loved summer, but it was hot out. Tom went to the park to spend some time outside. He fell in love with the hot summer days! He decided to go back again next year!"
"The Science Fair.  Jane had worked hard all week, but decided to give it a try. She took a bus to the science fair. Her teacher gave her a big surprise. She showed Jane a picture of a dinosaur. She was so happy that she had made a big science fair trip."
"Etsy Business.  Tim bought an electronics store online. He didn't know anyone there. Eventually he found someone online and asked them to register. He felt more secure and wanted to start selling electronics. Eventually Tim was able to get enough customers and his store got the business."
"New shirt.  Tom wanted a new shirt. His mother bought him one in a small price range. Tom was very excited. He wore it out with pride. His mother said it was the best he'd ever worn."
"Bad Traffic.  The Johnson family was moving into a new apartment. When they got in their new apartment there was a bad traffic pattern. When they looked outside they realized they had a lot of trash. They ran into a store that had trash cans nearby. They had to buy bags and take them to the store to get them."
"Help paying.  Jill went out to get lunch for her family. She picked up some soda and cheese from the grocery. As she was leaving the house, her dog ran up the stairs. Jill started yelling for the dog to stop running, then she yelled. The dog eventually returned and started barking at Jill."
"Charles and the Rose.  Charles was visiting his family in Italy. He was a very young man and he was scared to visit. He didn't know much about Rome and he loved it. He decided to visit Florence in search of some fresh flowers. He took a trip to see the beautiful and famous ruins of ancient Rome. Charles was very happy to be able to visit Rome and is a happy man now."
"Broken ipod.  Tim was playing games on his ipod. His ipod turned on and off. Tim took a turn and took a break. His ipod wouldn't stop. Tim was playing games for over an hour."
"Gas Money.  Fred had to drive to a gas station. He parked his car in front of the gas station. The clerk asked Fred if he had a gas bill. Fred told him no. The clerk charged him more gas than he expected."
"Shot Put.  James had to go on a shooting night. He was out with his buddies at a bar. He noticed a kid running across the street and shooting a gun. The kid ran towards James. James felt embarrassed since he did not look like his buddy."
"Ice cream.  Allie went to her parents house. She was excited to get ice cream for her birthday. Her mom asked Allie to put her name on the package. Allie smiled, and they had ice cream! Allie ate the treat."
"Stuck Kite.  Kia had her first kite. She decided to get one for her birthday. She had no idea what to get. Finally, she decided to get one at her parent's house. It was great to have a kite for her birthday."
"Rosie.  Rosie was so excited. She took the bus to her local high school. Rosie got her first kiss! Rosie was so happy. She was so touched!"
